Name,Cluster,Dist,f_Dist,r_Dist,log(Age),r_log(Age),Vmag,(B-V)0,log(Lx),log(Lx/Lb),Ref,Simbad,_RA,_DE,Lx,age,logLx_cgs
370,Cl* NGC3532 FERN 149   ,NGC3532     ,496.0, ,"a,b    ",8.48,"a,b    ",12.86,0.57,22.77,-4.08,49   ,Simbad,166.22,-58.6825,5.888436553555884e+29,301995172.0402019,29.77
371,Cl* NGC3532 FERN 314   ,NGC3532     ,496.0, ,"a,b    ",8.48,"a,b    ",12.22,0.57,22.68,-4.42,49   ,Simbad,166.4675,-58.92694,4.78630092322638e+29,301995172.0402019,29.68
372,Cl* NGC3532 FERN 242   ,NGC3532     ,496.0, ,"a,b    ",8.48,"a,b    ",12.18,0.54,22.48,-4.64,49   ,Simbad,166.44625,-58.613609999999994,3.0199517204020194e+29,301995172.0402019,29.48
373,Cl* NGC3532 FERN 57    ,NGC3532     ,496.0, ,"a,b    ",8.48,"a,b    ",13.11,0.51,22.45,-4.28,49   ,Simbad,166.36933,-58.82525,2.8183829312644494e+29,301995172.0402019,29.45
374,Cl* NGC3532 FERN 277   ,NGC3532     ,496.0, ,"a,b    ",8.48,"a,b    ",12.82,0.49,22.72,-4.13,49   ,Simbad,166.05783,-58.7645,5.2480746024977126e+29,301995172.0402019,29.72
375,Cl* NGC3532 FERN 146   ,NGC3532     ,496.0, ,"a,b    ",8.48,"a,b    ",12.63,0.48,22.64,-4.29,49   ,Simbad,166.15625,-58.65139,4.365158322401666e+29,301995172.0402019,29.64
376,Cl* NGC3532 FERN 128   ,NGC3532     ,496.0, ,"a,b    ",8.48,"a,b    ",12.42,0.45,22.38,-4.63,49   ,Simbad,166.39179,-58.652609999999996,2.3988329190194847e+29,301995172.0402019,29.38
377,Cl* NGC3532 FERN 243   ,NGC3532     ,496.0, ,"a,b    ",8.48,"a,b    ",10.98,0.41,22.54,-5.04,49   ,Simbad,166.47172,-58.59404,3.46736850452531e+29,301995172.0402019,29.54
378,[PSC95] 91A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",15.95,1.41,22.23,-3.46,50   ,Simbad,268.533,-34.688140000000004,1.698243652461746e+29,194984459.97580415,29.23
379,[PSC95] 37A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",15.6,1.36,22.76,-2.98,50   ,Simbad,268.33275,-34.94492,5.75439937337159e+29,194984459.97580415,29.76
380,[PSC95] 84A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",15.42,1.33,22.27,-3.5,50   ,Simbad,268.49582999999996,-34.615829999999995,1.8620871366628655e+29,194984459.97580415,29.27
381,[PSC95] 40A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",15.59,1.3,22.44,-3.22,50   ,Simbad,268.34,-34.888329999999996,2.7542287033381747e+29,194984459.97580415,29.44
382,[PSC95] 101A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",15.02,1.29,22.22,-3.66,50   ,Simbad,268.55612,-34.67022,1.6595869074375564e+29,194984459.97580415,29.22
383,[PSC95] 80B            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",14.98,1.23,22.25,-3.58,50   ,Simbad,268.46167,-34.605,1.778279410038923e+29,194984459.97580415,29.25
384,[PSC95] 48A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",14.73,1.18,22.3,-3.59,50   ,Simbad,268.365,-34.924170000000004,1.995262314968883e+29,194984459.97580415,29.3
385,[PSC95] 71A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",14.15,1.07,22.29,-3.75,50   ,Simbad,268.43054,-34.75758,1.9498445997580417e+29,194984459.97580415,29.29
386,[PSC95] 86A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",13.68,1.03,22.01,-4.2,50   ,Simbad,268.50667000000004,-35.08944,1.0232929922807578e+29,194984459.97580415,29.01
387,[PSC95] 83A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",14.0,1.01,22.79,-3.28,50   ,Simbad,268.49125,-34.70264,6.1659500186148096e+29,194984459.97580415,29.79
388,[PSC95] 19A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",14.24,0.97,22.67,-3.28,50   ,Simbad,268.25167000000005,-34.635,4.677351412872e+29,194984459.97580415,29.67
389,[PSC95] 7A             ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",14.15,0.96,23.02,-2.97,50   ,Simbad,268.11,-34.595279999999995,1.0471285480508986e+30,194984459.97580415,30.02
390,[PSC95] 129A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",14.16,0.94,22.64,-3.33,50   ,Simbad,268.74237,-34.671859999999995,4.365158322401666e+29,194984459.97580415,29.64
391,[PSC95] 11A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",14.23,0.94,22.42,-3.52,50   ,Simbad,268.1575,-34.744440000000004,2.6302679918953922e+29,194984459.97580415,29.42
392,[PSC95] 46A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",13.59,0.87,22.17,-4.0,50   ,Simbad,268.36125,-34.73556,1.4791083881682132e+29,194984459.97580415,29.17
393,[PSC95] 76A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",13.55,0.85,22.33,-3.84,50   ,Simbad,268.46012,-34.818670000000004,2.1379620895022238e+29,194984459.97580415,29.33
394,[PSC95] 119B           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",13.46,0.81,22.23,-3.96,50   ,Simbad,268.6475,-35.01556,1.698243652461746e+29,194984459.97580415,29.23
395,[PSC95] 53A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",13.4,0.8,22.14,-4.07,50   ,Simbad,268.37208,-34.80472,1.3803842646028867e+29,194984459.97580415,29.14
396,[PSC95] 116A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.81,0.79,22.41,-4.04,50   ,Simbad,268.62971,-34.66503,2.5703957827688646e+29,194984459.97580415,29.41
397,[PSC95] 111A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",13.42,0.79,22.02,-4.18,50   ,Simbad,268.61746,-34.85053,1.0471285480508986e+29,194984459.97580415,29.02
398,[PSC95] 102A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",13.32,0.79,22.3,-3.94,50   ,Simbad,268.56475,-34.79222,1.995262314968883e+29,194984459.97580415,29.3
399,[PSC95] 33A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",13.42,0.79,22.65,-3.55,50   ,Simbad,268.31667000000004,-34.71778,4.466835921509617e+29,194984459.97580415,29.65
400,[PSC95] 94A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",13.3,0.77,22.14,-4.1,50   ,Simbad,268.53958,-34.886390000000006,1.3803842646028867e+29,194984459.97580415,29.14
401,[PSC95] 123A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",13.17,0.75,21.94,-4.35,50   ,Simbad,268.67487,-34.84639,8.709635899560832e+28,194984459.97580415,28.94
402,[PSC95] 55A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.33,0.73,22.59,-4.03,50   ,Simbad,268.38042,-34.60325,3.890451449942805e+29,194984459.97580415,29.59
403,[PSC95] 104A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.37,0.72,22.64,-3.96,50   ,Simbad,268.58432999999997,-34.79547,4.365158322401666e+29,194984459.97580415,29.64
404,[PSC95] 119A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.92,0.71,22.23,-4.14,50   ,Simbad,268.65296,-35.01367,1.698243652461746e+29,194984459.97580415,29.23
405,[PSC95] 109A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.63,0.7,22.27,-4.21,50   ,Simbad,268.60887,-34.70361,1.8620871366628655e+29,194984459.97580415,29.27
406,[PSC95] 66A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.78,0.68,22.1,-4.32,50   ,Simbad,268.41675,-34.667809999999996,1.2589254117941714e+29,194984459.97580415,29.1
407,[PSC95] 79A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.92,0.66,22.32,-4.44,50   ,Simbad,268.47146000000004,-35.08742,2.089296130854041e+29,194984459.97580415,29.32
408,[PSC95] 43A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.1,0.66,22.97,-3.71,50   ,Simbad,268.34221,-35.039359999999995,9.332543007969887e+29,194984459.97580415,29.97
409,[PSC95] 64A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.96,0.63,22.12,-4.61,50   ,Simbad,268.41271,-35.055690000000006,1.31825673855641e+29,194984459.97580415,29.12
410,[PSC95] 16A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.69,0.62,22.76,-4.08,50   ,Simbad,268.24082999999996,-34.948890000000006,5.75439937337159e+29,194984459.97580415,29.76
411,[PSC95] 133A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.17,0.61,22.19,-4.45,50   ,Simbad,268.81483,-34.85775,1.5488166189124859e+29,194984459.97580415,29.19
412,[PSC95] 103A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.37,0.61,22.55,-4.01,50   ,Simbad,268.57957999999996,-34.97306,3.5481338923357605e+29,194984459.97580415,29.55
413,[PSC95] 39A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.36,0.61,22.76,-3.81,50   ,Simbad,268.33862,-34.90972,5.75439937337159e+29,194984459.97580415,29.76
414,[PSC95] 15A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.28,0.61,22.25,-4.35,50   ,Simbad,268.21292,-34.87056,1.778279410038923e+29,194984459.97580415,29.25
415,[PSC95] 105A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.32,0.6,22.08,-4.5,50   ,Simbad,268.59475,-34.73283,1.2022644346174081e+29,194984459.97580415,29.08
416,[PSC95] 97A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.17,0.59,22.18,-4.46,50   ,Simbad,268.55332999999996,-34.805,1.5135612484362071e+29,194984459.97580415,29.18
417,[PSC95] 92A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.46,0.59,22.04,-4.48,50   ,Simbad,268.53167,-34.94444,1.0964781961431829e+29,194984459.97580415,29.04
418,[PSC95] 39B            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.19,0.59,22.76,-3.87,50   ,Simbad,268.33957999999996,-34.905,5.75439937337159e+29,194984459.97580415,29.76
419,[PSC95] 132A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.81,0.58,22.66,-4.12,50   ,Simbad,268.76707999999996,-34.95389,4.570881896148752e+29,194984459.97580415,29.66
420,[PSC95] 125A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.28,0.58,22.83,-4.16,50   ,Simbad,268.6925,-35.11722,6.76082975391979e+29,194984459.97580415,29.83
421,[PSC95] 95A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.19,0.58,22.16,-4.47,50   ,Simbad,268.5375,-34.87167,1.445439770745928e+29,194984459.97580415,29.16
422,[PSC95] 61             ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.58,0.58,22.77,-4.1,50   ,Simbad,268.40542,-34.79694,5.888436553555884e+29,194984459.97580415,29.77
423,[PSC95] 27A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.12,0.58,22.47,-4.18,50   ,Simbad,268.3,-34.67861,2.951209226666378e+29,194984459.97580415,29.47
424,[PSC95] 14A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",12.06,0.56,22.31,-4.36,50   ,Simbad,268.195,-34.68306,2.0417379446695234e+29,194984459.97580415,29.31
425,[PSC95] 127A           ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.95,0.54,22.78,-3.93,50   ,Simbad,268.73167,-34.64111,6.0255958607435934e+29,194984459.97580415,29.78
426,[PSC95] 42A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.83,0.53,22.63,-4.13,50   ,Simbad,268.34292,-35.00861,4.265795188015917e+29,194984459.97580415,29.63
427,[PSC95] 55B            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.7,0.5,22.59,-4.21,50   ,Simbad,268.37912,-34.59303,3.890451449942805e+29,194984459.97580415,29.59
428,[PSC95] 36A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.75,0.5,22.5,-4.28,50   ,Simbad,268.32475,-34.62558,3.162277660168379e+29,194984459.97580415,29.5
429,[PSC95] 73A            ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",10.95,0.47,22.8,-4.3,50   ,Simbad,268.43912,-34.77677,6.309573444801943e+29,194984459.97580415,29.8
430,[PSC95] 72             ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",10.79,0.45,23.09,-4.07,50   ,Simbad,268.4375,-34.84472,1.2302687708123812e+30,194984459.97580415,30.09
431,[PSC95] 81             ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",11.38,0.44,22.42,-4.5,50   ,Simbad,268.48332999999997,-35.041109999999996,2.6302679918953922e+29,194984459.97580415,29.42
432,[PSC95] 6              ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",10.64,0.44,23.03,-4.19,50   ,Simbad,267.98082999999997,-34.941390000000006,1.0715193052376092e+30,194984459.97580415,30.03
433,[PSC95] 38             ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",10.93,0.39,22.24,-4.85,50   ,Simbad,268.33042,-34.92583,1.7378008287493693e+29,194984459.97580415,29.24
434,[PSC95] 50             ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",9.65,0.34,22.3,-5.3,50   ,Simbad,268.36792,-34.90139,1.995262314968883e+29,194984459.97580415,29.3
435,[PSC95] 65             ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",10.58,0.33,22.25,-4.98,50   ,Simbad,268.4125,-34.96889,1.778279410038923e+29,194984459.97580415,29.25
436,[PSC95] 56             ,NGC6475     ,283.0, ,"a,b    ",8.29,"a,b    ",10.66,0.33,22.45,-4.75,50   ,Simbad,268.3825,-34.94,2.8183829312644494e+29,194984459.97580415,29.45
437,[DFM2004] 769          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.25,1.4,23.2,-3.72,i    ,Simbad,271.18137,-24.46069,1.584893192461111e+30,5370317.963702532,30.2
438,[DFM2004] 435          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.87,1.39,22.76,-3.91,i    ,Simbad,271.09437,-24.35306,5.75439937337159e+29,5370317.963702532,29.76
439,[DFM2004] 458          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.94,1.38,23.36,-3.27,i    ,Simbad,271.09871,-24.29147,2.2908676527677698e+30,5370317.963702532,30.36
440,[DFM2004] 438          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.8,1.38,22.64,-4.04,i    ,Simbad,271.09492,-24.37622,4.365158322401666e+29,5370317.963702532,29.64
441,[DFM2004] 777          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",17.07,1.35,22.8,-3.74,i    ,Simbad,271.18404,-24.25694,6.309573444801943e+29,5370317.963702532,29.8
442,[DFM2004] 475          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.53,1.34,23.45,-3.3,i    ,Simbad,271.10179,-24.35383,2.818382931264449e+30,5370317.963702532,30.45
443,[DFM2004] 533          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.9,1.33,23.56,-3.02,i    ,Simbad,271.11107999999996,-24.351860000000002,3.6307805477010024e+30,5370317.963702532,30.56
444,[DFM2004] 538          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.79,1.32,23.15,-3.47,i    ,Simbad,271.11275,-24.35183,1.4125375446227497e+30,5370317.963702532,30.15
445,[DFM2004] 547          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.94,1.32,23.15,-3.41,i    ,Simbad,271.11421,-24.37033,1.4125375446227497e+30,5370317.963702532,30.15
446,[DFM2004] 177          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.69,1.28,23.07,-3.56,i    ,Simbad,271.04004,-24.45303,1.1748975549395303e+30,5370317.963702532,30.07
447,[DFM2004] 528          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.34,1.28,22.94,-3.83,i    ,Simbad,271.11037000000005,-24.483420000000002,8.709635899560832e+29,5370317.963702532,29.94
448,[DFM2004] 130          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.44,1.25,22.58,-4.13,i    ,Simbad,271.02358,-24.41531,3.801893963205597e+29,5370317.963702532,29.58
449,[DFM2004] 392          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.87,1.25,23.33,-3.21,i    ,Simbad,271.08787,-24.3465,2.1379620895022237e+30,5370317.963702532,30.33
450,[DFM2004] 706          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.19,1.25,23.0,-3.81,i    ,Simbad,271.1555,-24.39078,9.999999999999999e+29,5370317.963702532,30.0
451,[DFM2004] 317          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.26,1.24,22.83,-3.94,i    ,Simbad,271.0745,-24.29636,6.76082975391979e+29,5370317.963702532,29.83
452,[DFM2004] 316          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",17.23,1.23,23.03,-3.35,i    ,Simbad,271.074,-24.28606,1.0715193052376092e+30,5370317.963702532,30.03
453,[DFM2004] 578          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.83,1.23,23.51,-3.03,i    ,Simbad,271.12129,-24.34419,3.2359365692962943e+30,5370317.963702532,30.51
454,[DFM2004] 403          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",15.63,1.23,23.91,-3.11,i    ,Simbad,271.08883,-24.46256,8.128305161640995e+30,5370317.963702532,30.91
455,[DFM2004] 582          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.86,1.23,23.46,-3.06,i    ,Simbad,271.12154,-24.34064,2.8840315031266114e+30,5370317.963702532,30.46
456,[DFM2004] 290          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.27,1.22,23.29,-3.47,i    ,Simbad,271.06683,-24.46594,1.9498445997580415e+30,5370317.963702532,30.29
457,[DFM2004] 621          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.99,1.22,23.18,-3.29,i    ,Simbad,271.12892,-24.41658,1.513561248436207e+30,5370317.963702532,30.18
458,[DFM2004] 244          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.32,1.22,23.83,-2.9,i    ,Simbad,271.058,-24.43989,6.760829753919792e+30,5370317.963702532,30.83
459,[DFM2004] 459          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.45,1.22,23.73,-2.95,i    ,Simbad,271.09875,-24.37775,5.370317963702533e+30,5370317.963702532,30.73
460,[DFM2004] 387          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",15.39,1.21,23.32,-3.79,i    ,Simbad,271.08654,-24.46742,2.089296130854041e+30,5370317.963702532,30.32
461,[DFM2004] 782          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.54,1.21,22.84,-3.8,i    ,Simbad,271.18621,-24.45531,6.918309709189363e+29,5370317.963702532,29.84
462,[DFM2004] 591          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.05,1.21,23.78,-3.06,i    ,Simbad,271.12267,-24.384529999999998,6.025595860743594e+30,5370317.963702532,30.78
463,[DFM2004] 818          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.42,1.2,23.01,-3.68,i    ,Simbad,271.20504,-24.44647,1.0232929922807578e+30,5370317.963702532,30.01
464,[DFM2004] 565          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",15.8,1.19,23.59,-3.34,i    ,Simbad,271.11832999999996,-24.353279999999998,3.8904514499428045e+30,5370317.963702532,30.59
465,[DFM2004] 789          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.06,1.19,22.37,-4.45,i    ,Simbad,271.1885,-24.34958,2.3442288153199276e+29,5370317.963702532,29.37
466,[DFM2004] 679          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.53,1.18,23.44,-3.19,i    ,Simbad,271.14721000000003,-24.45842,2.7542287033381747e+30,5370317.963702532,30.44
467,[DFM2004] 744          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.57,1.18,23.36,-3.25,i    ,Simbad,271.16942,-24.464029999999998,2.2908676527677698e+30,5370317.963702532,30.36
468,[DFM2004] 276          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.83,1.18,23.3,-3.21,i    ,Simbad,271.06507999999997,-24.35369,1.9952623149688827e+30,5370317.963702532,30.3
469,[DFM2004] 336          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.74,1.17,23.29,-3.24,i    ,Simbad,271.07837,-24.373829999999998,1.9498445997580415e+30,5370317.963702532,30.29
470,[DFM2004] 616          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",15.6,1.17,23.18,-3.81,i    ,Simbad,271.12837,-24.38111,1.513561248436207e+30,5370317.963702532,30.18
471,[DFM2004] 191          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.51,1.17,22.45,-4.18,i    ,Simbad,271.0425,-24.389670000000002,2.8183829312644494e+29,5370317.963702532,29.45
472,[DFM2004] 208          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.69,1.16,23.65,-2.9,i    ,Simbad,271.04983,-24.44108,4.466835921509616e+30,5370317.963702532,30.65
473,[DFM2004] 345          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.03,1.16,23.33,-3.49,i    ,Simbad,271.08042,-24.38186,2.1379620895022237e+30,5370317.963702532,30.33
474,[DFM2004] 131          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.78,1.16,23.43,-3.09,i    ,Simbad,271.024,-24.24861,2.691534803926914e+30,5370317.963702532,30.43
475,[DFM2004] 481          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",15.66,1.16,23.17,-3.79,i    ,Simbad,271.1025,-24.32364,1.4791083881682132e+30,5370317.963702532,30.17
476,[DFM2004] 343          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.3,1.16,23.09,-3.62,i    ,Simbad,271.08021,-24.35986,1.2302687708123812e+30,5370317.963702532,30.09
477,[DFM2004] 441          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.81,1.15,23.47,-3.03,i    ,Simbad,271.09508,-24.399,2.951209226666378e+30,5370317.963702532,30.47
478,[DFM2004] 741          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.37,1.15,23.47,-3.2,i    ,Simbad,271.16837000000004,-24.39958,2.951209226666378e+30,5370317.963702532,30.47
479,[DFM2004] 580          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.98,1.14,23.04,-3.39,i    ,Simbad,271.1215,-24.44225,1.0964781961431829e+30,5370317.963702532,30.04
480,[DFM2004] 634          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.26,1.14,22.75,-3.97,i    ,Simbad,271.13292,-24.41122,5.6234132519034904e+29,5370317.963702532,29.75
481,[DFM2004] 778          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.6,1.14,23.14,-3.43,i    ,Simbad,271.18442000000005,-24.39922,1.3803842646028868e+30,5370317.963702532,30.14
482,[DFM2004] 292          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",15.71,1.14,23.38,-3.55,i    ,Simbad,271.06717000000003,-24.33128,2.3988329190194848e+30,5370317.963702532,30.38
483,[DFM2004] 484          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.47,1.14,23.54,-3.08,i    ,Simbad,271.10275,-24.34064,3.467368504525309e+30,5370317.963702532,30.54
484,[DFM2004] 655          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",14.81,1.14,23.93,-3.36,i    ,Simbad,271.13982999999996,-24.36525,8.51138038202376e+30,5370317.963702532,30.93
485,[DFM2004] 486          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.61,1.13,23.27,-3.29,i    ,Simbad,271.10296,-24.38936,1.8620871366628655e+30,5370317.963702532,30.27
486,[DFM2004] 13           ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.96,1.13,23.07,-3.36,i    ,Simbad,270.96128999999996,-24.33697,1.1748975549395303e+30,5370317.963702532,30.07
487,[DFM2004] 297          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.73,1.12,23.49,-3.02,i    ,Simbad,271.06829,-24.410829999999997,3.0902954325135795e+30,5370317.963702532,30.49
488,[DFM2004] 525          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.69,1.12,23.26,-3.27,i    ,Simbad,271.10937,-24.4005,1.81970085860999e+30,5370317.963702532,30.26
489,[DFM2004] 774          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.19,1.11,23.44,-3.28,i    ,Simbad,271.18354,-24.32764,2.7542287033381747e+30,5370317.963702532,30.44
490,[DFM2004] 303          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.27,1.11,23.51,-3.18,i    ,Simbad,271.06933,-24.36003,3.2359365692962943e+30,5370317.963702532,30.51
491,[DFM2004] 553          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.74,1.11,22.84,-3.66,i    ,Simbad,271.11629,-24.36903,6.918309709189363e+29,5370317.963702532,29.84
492,[DFM2004] 90           ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",15.99,1.11,23.74,-3.07,i    ,Simbad,271.00633,-24.22314,5.495408738576226e+30,5370317.963702532,30.74
493,[DFM2004] 596          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.88,1.1,22.85,-3.59,i    ,Simbad,271.12337,-24.37264,7.079457843841402e+29,5370317.963702532,29.85
494,[DFM2004] 206          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.94,1.1,23.13,-3.29,i    ,Simbad,271.04933,-24.33219,1.3489628825916505e+30,5370317.963702532,30.13
495,[DFM2004] 566          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.82,1.1,22.46,-4.01,i    ,Simbad,271.11862,-24.38061,2.8840315031266115e+29,5370317.963702532,29.46
496,[DFM2004] 807          ,NGC6530     ,1062.0, ,"a,b    ",6.73,"a,b,i  ",16.57,1.1,23.22,-3.34,i    ,Simbad,271.19996000000003,-24.39706,1.6595869074375563e+30,5370317.963702532,30.22
